Datetime,Open,High,Low,Close,Adj Close,Volume
2022-09-08 09:15:00+05:30,2589.14990234375,2598.0,2588.300048828125,2590.300048828125,2590.300048828125,0
2022-09-08 09:20:00+05:30,2589.300048828125,2592.949951171875,2587.0,2592.699951171875,2592.699951171875,84109
2022-09-08 09:25:00+05:30,2592.300048828125,2594.949951171875,2588.050048828125,2592.0,2592.0,62814
2022-09-08 09:30:00+05:30,2592.0,2593.0,2589.85009765625,2590.5,2590.5,34769
2022-09-08 09:35:00+05:30,2590.050048828125,2591.75,2587.050048828125,2588.0,2588.0,48808
2022-09-08 09:40:00+05:30,2588.0,2588.0,2584.0,2586.0,2586.0,51177
2022-09-08 09:45:00+05:30,2586.199951171875,2590.949951171875,2583.050048828125,2586.0,2586.0,60035
2022-09-08 09:50:00+05:30,2586.0,2588.0,2584.14990234375,2587.949951171875,2587.949951171875,25532
2022-09-08 09:55:00+05:30,2587.050048828125,2587.60009765625,2584.0,2585.60009765625,2585.60009765625,32171
2022-09-08 10:00:00+05:30,2585.199951171875,2585.60009765625,2583.5,2585.0,2585.0,28892
2022-09-08 10:05:00+05:30,2584.75,2585.89990234375,2581.75,2585.0,2585.0,52988
2022-09-08 10:10:00+05:30,2584.85009765625,2588.0,2584.85009765625,2587.949951171875,2587.949951171875,33033
2022-09-08 10:15:00+05:30,2587.300048828125,2590.699951171875,2587.300048828125,2589.550048828125,2589.550048828125,51737
2022-09-08 10:20:00+05:30,2589.800048828125,2592.0,2586.949951171875,2588.5,2588.5,49230
2022-09-08 10:25:00+05:30,2588.5,2588.85009765625,2587.0,2587.75,2587.75,14079
2022-09-08 10:30:00+05:30,2587.75,2587.75,2585.199951171875,2586.050048828125,2586.050048828125,21963
2022-09-08 10:35:00+05:30,2585.949951171875,2586.89990234375,2585.0,2586.35009765625,2586.35009765625,14703
2022-09-08 10:40:00+05:30,2586.35009765625,2587.0,2580.60009765625,2583.949951171875,2583.949951171875,55468
2022-09-08 10:45:00+05:30,2583.699951171875,2587.0,2583.5,2584.949951171875,2584.949951171875,16043
2022-09-08 10:50:00+05:30,2584.85009765625,2586.89990234375,2584.300048828125,2585.64990234375,2585.64990234375,17370
2022-09-08 10:55:00+05:30,2585.800048828125,2586.89990234375,2584.14990234375,2586.89990234375,2586.89990234375,21409
2022-09-08 11:00:00+05:30,2586.85009765625,2587.75,2583.25,2585.25,2585.25,32316
2022-09-08 11:05:00+05:30,2585.0,2585.449951171875,2583.64990234375,2584.449951171875,2584.449951171875,16857
2022-09-08 11:10:00+05:30,2584.449951171875,2585.39990234375,2583.0,2583.35009765625,2583.35009765625,35575
2022-09-08 11:15:00+05:30,2583.35009765625,2583.550048828125,2576.699951171875,2578.64990234375,2578.64990234375,80857
2022-09-08 11:20:00+05:30,2579.0,2580.0,2577.14990234375,2579.449951171875,2579.449951171875,26680
2022-09-08 11:25:00+05:30,2579.39990234375,2580.0,2575.550048828125,2579.75,2579.75,31771
2022-09-08 11:30:00+05:30,2579.699951171875,2579.800048828125,2577.35009765625,2577.699951171875,2577.699951171875,22467
2022-09-08 11:35:00+05:30,2577.699951171875,2579.300048828125,2577.0,2577.699951171875,2577.699951171875,14222
2022-09-08 11:40:00+05:30,2577.699951171875,2582.0,2576.60009765625,2581.85009765625,2581.85009765625,42220
2022-09-08 11:45:00+05:30,2582.0,2584.449951171875,2581.85009765625,2584.199951171875,2584.199951171875,26227
2022-09-08 11:50:00+05:30,2583.89990234375,2584.949951171875,2582.050048828125,2583.0,2583.0,15818
2022-09-08 11:55:00+05:30,2583.0,2583.0,2578.699951171875,2579.550048828125,2579.550048828125,18453
2022-09-08 12:00:00+05:30,2579.14990234375,2582.699951171875,2579.050048828125,2582.60009765625,2582.60009765625,23882
2022-09-08 12:05:00+05:30,2582.60009765625,2582.75,2579.0,2580.10009765625,2580.10009765625,34703
2022-09-08 12:10:00+05:30,2580.10009765625,2582.5,2579.25,2582.5,2582.5,36682
2022-09-08 12:15:00+05:30,2582.0,2584.5,2581.5,2582.550048828125,2582.550048828125,68995
2022-09-08 12:20:00+05:30,2582.550048828125,2582.949951171875,2580.89990234375,2580.89990234375,2580.89990234375,37739
2022-09-08 12:25:00+05:30,2580.550048828125,2580.550048828125,2579.0,2580.25,2580.25,16802
2022-09-08 12:30:00+05:30,2580.25,2582.0,2579.60009765625,2579.699951171875,2579.699951171875,13820
2022-09-08 12:35:00+05:30,2580.699951171875,2582.0,2579.64990234375,2582.0,2582.0,9036
2022-09-08 12:40:00+05:30,2581.800048828125,2582.0,2580.0,2580.14990234375,2580.14990234375,10283
2022-09-08 12:45:00+05:30,2580.10009765625,2580.14990234375,2578.050048828125,2579.0,2579.0,19205
2022-09-08 12:50:00+05:30,2578.800048828125,2579.0,2573.35009765625,2577.39990234375,2577.39990234375,63497
